month,product_group_name,product_group_id,market_revenue,revenue_amazon,is_evaluation_period,market_revenue_actual,revenue_amazon_actual
2020-10-01,Cooling Systems,2,6849282754.0,610875460.7329683,False,6849282754.0,610875460.7329683
2020-11-01,Cooling Systems,2,6762037130.0,495932043.3567988,False,6762037130.0,495932043.3567988
2020-12-01,Cooling Systems,2,5178442338.0,397028894.76782167,False,5178442338.0,397028894.76782167
2021-01-01,Cooling Systems,2,6834325286.0,485803910.30617976,False,6834325286.0,485803910.30617976
2021-02-01,Cooling Systems,2,5744786105.0,565271444.2986177,False,5744786105.0,565271444.2986177
2021-03-01,Cooling Systems,2,4022594673.0,399133826.49585664,False,4022594673.0,399133826.49585664
2021-04-01,Cooling Systems,2,7591670147.0,612998304.9426993,False,7591670147.0,612998304.9426993
2021-05-01,Cooling Systems,2,6855024442.0,679912795.9808133,False,6855024442.0,679912795.9808133
2021-06-01,Cooling Systems,2,6374057357.0,449150671.9137924,False,6374057357.0,449150671.9137924
2021-07-01,Cooling Systems,2,4320356839.0,415207954.4544018,False,4320356839.0,415207954.4544018
2021-08-01,Cooling Systems,2,5065055112.0,373148524.057913,False,5065055112.0,373148524.057913
2021-09-01,Cooling Systems,2,4027745295.0,391705795.7435039,False,4027745295.0,391705795.7435039
2021-10-01,Cooling Systems,2,4923261111.0,465242101.2948582,False,4923261111.0,465242101.2948582
2021-11-01,Cooling Systems,2,7942382220.0,636270854.0757931,False,7942382220.0,636270854.0757931
2021-12-01,Cooling Systems,2,7826218055.0,705732926.2228289,False,7826218055.0,705732926.2228289
2022-01-01,Cooling Systems,2,4963367805.0,386339381.2137337,False,4963367805.0,386339381.2137337
2022-02-01,Cooling Systems,2,6268938426.0,457880707.95358473,False,6268938426.0,457880707.95358473
2022-03-01,Cooling Systems,2,4944808414.0,355246695.2122196,False,4944808414.0,355246695.2122196
2022-04-01,Cooling Systems,2,5538105697.0,457227680.9478327,False,5538105697.0,457227680.9478327
2022-05-01,Cooling Systems,2,6516134449.0,584691722.9318343,False,6516134449.0,584691722.9318343
2022-06-01,Cooling Systems,2,7324823177.0,673072544.4703788,False,7324823177.0,673072544.4703788
2022-07-01,Cooling Systems,2,4480181134.0,439327053.9388826,False,4480181134.0,439327053.9388826
2022-08-01,Cooling Systems,2,4965908169.0,416358949.4444598,False,4965908169.0,416358949.4444598
2022-09-01,Cooling Systems,2,6396880618.0,480829251.8238096,False,6396880618.0,480829251.8238096
2022-10-01,Cooling Systems,2,4632823684.0,328705419.625428,False,4632823684.0,328705419.625428
2022-11-01,Cooling Systems,2,5134425887.0,491692848.043453,False,5134425887.0,491692848.043453
2022-12-01,Cooling Systems,2,5516367221.0,535219553.9918984,False,5516367221.0,535219553.9918984
2023-01-01,Cooling Systems,2,4542215947.0,366376879.9270493,False,4542215947.0,366376879.9270493
2023-02-01,Cooling Systems,2,7493250615.0,733981087.0977459,False,7493250615.0,733981087.0977459
2023-03-01,Cooling Systems,2,7861376542.0,597998564.3105685,False,7861376542.0,597998564.3105685
2023-04-01,Cooling Systems,2,7426079096.0,609158171.4591385,False,7426079096.0,609158171.4591385
2023-05-01,Cooling Systems,2,7224209524.0,648478719.1331075,False,7224209524.0,648478719.1331075
2023-06-01,Cooling Systems,2,5501041136.0,512304832.64479,False,5501041136.0,512304832.64479
2023-07-01,Cooling Systems,2,7109117393.0,562092684.4390405,False,7109117393.0,562092684.4390405
2023-08-01,Cooling Systems,2,4463716568.0,332804716.3801988,False,4463716568.0,332804716.3801988
2023-09-01,Cooling Systems,2,7231641579.0,645053408.560919,False,7231641579.0,645053408.560919
2023-10-01,Cooling Systems,2,5539691897.0,539996762.518447,False,5539691897.0,539996762.518447
2023-11-01,Cooling Systems,2,6121419202.0,559230522.9312791,False,6121419202.0,559230522.9312791
2023-12-01,Cooling Systems,2,7009697817.0,534516477.5220812,False,7009697817.0,534516477.5220812
2024-01-01,Cooling Systems,2,,,True,6645516133.0,470597554.8062259
2024-02-01,Cooling Systems,2,,,True,7651170015.0,659928916.8437049
2024-03-01,Cooling Systems,2,,,True,5361323945.0,469829694.9269821
2024-04-01,Cooling Systems,2,,,True,7099826214.0,528450009.2510772
2024-05-01,Cooling Systems,2,,,True,7538492147.0,741477605.3046243
2024-06-01,Cooling Systems,2,,,True,4861952702.0,385093742.9391367
2024-07-01,Cooling Systems,2,,,True,7693790409.0,538800363.2437807
2024-08-01,Cooling Systems,2,,,True,5020694466.0,448439580.6043601
2024-09-01,Cooling Systems,2,,,True,4426885014.0,321303416.1609629
2024-10-01,Cooling Systems,2,,,True,5117105500.0,390291770.3046106
2024-11-01,Cooling Systems,2,,,True,4212881629.0,383792902.13862586
2024-12-01,Cooling Systems,2,,,True,6687932705.0,539573610.8080157
2019-01-01,Frozen Storage Units,3,1167914918.0,121573487.6421452,False,1167914918.0,121573487.6421452
2019-02-01,Frozen Storage Units,3,1145064438.0,112288685.81257778,False,1145064438.0,112288685.81257778
2019-03-01,Frozen Storage Units,3,1105730162.0,116653986.83629084,False,1105730162.0,116653986.83629084
2019-04-01,Frozen Storage Units,3,1220253878.0,137670185.823334,False,1220253878.0,137670185.823334
2019-05-01,Frozen Storage Units,3,1173492793.0,148345521.51809585,False,1173492793.0,148345521.51809585
2019-06-01,Frozen Storage Units,3,1494269637.0,148196849.62729573,False,1494269637.0,148196849.62729573
2019-07-01,Frozen Storage Units,3,1838343954.0,209863390.138168,False,1838343954.0,209863390.138168
2019-08-01,Frozen Storage Units,3,1126117901.0,101863733.22772652,False,1126117901.0,101863733.22772652
2019-09-01,Frozen Storage Units,3,1585082340.0,192294097.1859844,False,1585082340.0,192294097.1859844
2019-10-01,Frozen Storage Units,3,1176683368.0,104897963.00146297,False,1176683368.0,104897963.00146297
2019-11-01,Frozen Storage Units,3,1655396307.0,172209956.57132477,False,1655396307.0,172209956.57132477
2019-12-01,Frozen Storage Units,3,1092369423.0,89967092.48043853,False,1092369423.0,89967092.48043853
2020-01-01,Frozen Storage Units,3,1736491285.0,173149951.35787156,False,1736491285.0,173149951.35787156
2020-02-01,Frozen Storage Units,3,1705213381.0,172952536.87419176,False,1705213381.0,172952536.87419176
2020-03-01,Frozen Storage Units,3,1397443916.0,135667462.89190537,False,1397443916.0,135667462.89190537
2020-04-01,Frozen Storage Units,3,1425127049.0,148547233.19373155,False,1425127049.0,148547233.19373155
2020-05-01,Frozen Storage Units,3,1928686180.0,220839739.28156528,False,1928686180.0,220839739.28156528
2020-06-01,Frozen Storage Units,3,1992378168.0,161994786.68623933,False,1992378168.0,161994786.68623933
2020-07-01,Frozen Storage Units,3,1847143906.0,149096729.03047183,False,1847143906.0,149096729.03047183
2020-08-01,Frozen Storage Units,3,1821136437.0,226377081.1567304,False,1821136437.0,226377081.1567304
2020-09-01,Frozen Storage Units,3,1525464683.0,194495907.54839805,False,1525464683.0,194495907.54839805
2020-10-01,Frozen Storage Units,3,1111091583.0,99226332.2910569,False,1111091583.0,99226332.2910569
2020-11-01,Frozen Storage Units,3,1044463254.0,99490599.03405626,False,1044463254.0,99490599.03405626
2020-12-01,Frozen Storage Units,3,1451071541.0,120002547.66158238,False,1451071541.0,120002547.66158238
2021-01-01,Frozen Storage Units,3,1231420898.0,133237053.7466523,False,1231420898.0,133237053.7466523
2021-02-01,Frozen Storage Units,3,1190773736.0,99649081.84619474,False,1190773736.0,99649081.84619474
2021-03-01,Frozen Storage Units,3,1726414924.0,168351270.28150383,False,1726414924.0,168351270.28150383
2021-04-01,Frozen Storage Units,3,1698397548.0,206234125.1468804,False,1698397548.0,206234125.1468804
2021-05-01,Frozen Storage Units,3,1838052645.0,180199078.0342904,False,1838052645.0,180199078.0342904
2021-06-01,Frozen Storage Units,3,1633562694.0,146276378.39842242,False,1633562694.0,146276378.39842242
2021-07-01,Frozen Storage Units,3,1886159946.0,216068249.0351833,False,1886159946.0,216068249.0351833
2021-08-01,Frozen Storage Units,3,1597763294.0,192962151.06816053,False,1597763294.0,192962151.06816053
2021-09-01,Frozen Storage Units,3,1729995029.0,192623063.1186321,False,1729995029.0,192623063.1186321
2021-10-01,Frozen Storage Units,3,1493192965.0,173362282.54140788,False,1493192965.0,173362282.54140788
2021-11-01,Frozen Storage Units,3,1360901934.0,128435922.17818798,False,1360901934.0,128435922.17818798
2021-12-01,Frozen Storage Units,3,1973116817.0,202007954.74093267,False,1973116817.0,202007954.74093267
2022-01-01,Frozen Storage Units,3,1647895453.0,139618161.3409007,False,1647895453.0,139618161.3409007
2022-02-01,Frozen Storage Units,3,1352063763.0,130361761.69945934,False,1352063763.0,130361761.69945934
2022-03-01,Frozen Storage Units,3,1696880762.0,162320445.08989224,False,1696880762.0,162320445.08989224
2022-04-01,Frozen Storage Units,3,1351192791.0,111862546.00267851,False,1351192791.0,111862546.00267851
2022-05-01,Frozen Storage Units,3,1277063125.0,107783053.606934,False,1277063125.0,107783053.606934
2022-06-01,Frozen Storage Units,3,1792515800.0,203088538.43151173,False,1792515800.0,203088538.43151173
2022-07-01,Frozen Storage Units,3,1138551811.0,144602392.9053967,False,1138551811.0,144602392.9053967
2022-08-01,Frozen Storage Units,3,1588818211.0,192001104.6872889,False,1588818211.0,192001104.6872889
2022-09-01,Frozen Storage Units,3,1324504586.0,131363255.14545517,False,1324504586.0,131363255.14545517
2022-10-01,Frozen Storage Units,3,1759048613.0,169128430.44773275,False,1759048613.0,169128430.44773275
2022-11-01,Frozen Storage Units,3,1228640201.0,113873847.72039331,False,1228640201.0,113873847.72039331
2022-12-01,Frozen Storage Units,3,1051630681.0,100152030.8637152,False,1051630681.0,100152030.8637152
2023-01-01,Frozen Storage Units,3,1511606814.0,158420519.4135756,False,1511606814.0,158420519.4135756
2023-02-01,Frozen Storage Units,3,1617284716.0,187065608.95626175,False,1617284716.0,187065608.95626175
2023-03-01,Frozen Storage Units,3,1689853182.0,167765013.35130417,False,1689853182.0,167765013.35130417
2023-04-01,Frozen Storage Units,3,1357536633.0,158420363.43753013,False,1357536633.0,158420363.43753013
2023-05-01,Frozen Storage Units,3,1997209446.0,193102328.63530695,False,1997209446.0,193102328.63530695
2023-06-01,Frozen Storage Units,3,1818555342.0,221426385.72043037,False,1818555342.0,221426385.72043037
2023-07-01,Frozen Storage Units,3,1965108000.0,169279853.04561225,False,1965108000.0,169279853.04561225
2023-08-01,Frozen Storage Units,3,1516163803.0,181260744.50344896,False,1516163803.0,181260744.50344896
2023-09-01,Frozen Storage Units,3,1527468339.0,153579294.0118371,False,1527468339.0,153579294.0118371
2023-10-01,Frozen Storage Units,3,1361012992.0,167710560.01370594,False,1361012992.0,167710560.01370594
2023-11-01,Frozen Storage Units,3,1040102870.0,117006959.67101271,False,1040102870.0,117006959.67101271
2023-12-01,Frozen Storage Units,3,1824670447.0,156071714.28361243,False,1824670447.0,156071714.28361243
2024-01-01,Frozen Storage Units,3,,,True,1278713358.0,118252570.751103
2024-02-01,Frozen Storage Units,3,,,True,1544266439.0,126115195.027088
2024-03-01,Frozen Storage Units,3,,,True,1547232406.0,133611517.96494327
2024-04-01,Frozen Storage Units,3,,,True,1128236039.0,99267165.85751858
2024-05-01,Frozen Storage Units,3,,,True,1197451412.0,140147182.05190653
2024-06-01,Frozen Storage Units,3,,,True,1219811082.0,145147699.63001966
2024-07-01,Frozen Storage Units,3,,,True,1666761411.0,192596613.76455188
2024-08-01,Frozen Storage Units,3,,,True,1632594586.0,171337781.79930356
2024-09-01,Frozen Storage Units,3,,,True,1716180644.0,184261409.187071
2024-10-01,Frozen Storage Units,3,,,True,1845104035.0,168764988.9367533
2024-11-01,Frozen Storage Units,3,,,True,1151311713.0,137395598.46540684
2024-12-01,Frozen Storage Units,3,,,True,1868161218.0,205837998.7549575
2019-01-01,Laundry Machines,4,7268200855.0,676055858.8054383,False,7268200855.0,676055858.8054383
2019-02-01,Laundry Machines,4,8012279547.0,715093556.3826818,False,8012279547.0,715093556.3826818
2019-03-01,Laundry Machines,4,8702623994.0,617848880.1977514,False,8702623994.0,617848880.1977514
2019-04-01,Laundry Machines,4,6418029871.0,614659736.5073627,False,6418029871.0,614659736.5073627
2019-05-01,Laundry Machines,4,8297832452.0,626761132.1454278,False,8297832452.0,626761132.1454278
2019-06-01,Laundry Machines,4,7965852870.0,738850300.9106178,False,7965852870.0,738850300.9106178
2019-07-01,Laundry Machines,4,8015838088.0,760153031.0159217,False,8015838088.0,760153031.0159217
2019-08-01,Laundry Machines,4,5216419532.0,367141616.4585289,False,5216419532.0,367141616.4585289
2019-09-01,Laundry Machines,4,7955523297.0,597371136.1010463,False,7955523297.0,597371136.1010463
2019-10-01,Laundry Machines,4,6435681525.0,540174119.5081257,False,6435681525.0,540174119.5081257
2019-11-01,Laundry Machines,4,8302165281.0,783556430.5070908,False,8302165281.0,783556430.5070908
2019-12-01,Laundry Machines,4,6543740437.0,520076045.77118105,False,6543740437.0,520076045.77118105
2020-01-01,Laundry Machines,4,5318707138.0,420392597.83092,False,5318707138.0,420392597.83092
2020-02-01,Laundry Machines,4,7763041611.0,644101845.358999,False,7763041611.0,644101845.358999
2020-03-01,Laundry Machines,4,5831741331.0,579432417.2846444,False,5831741331.0,579432417.2846444
2020-04-01,Laundry Machines,4,8263772941.0,587355278.977675,False,8263772941.0,587355278.977675
2020-05-01,Laundry Machines,4,5715304530.0,540041525.7099794,False,5715304530.0,540041525.7099794
2020-06-01,Laundry Machines,4,8268397411.0,694613085.8210243,False,8268397411.0,694613085.8210243
2020-07-01,Laundry Machines,4,5787641946.0,424588258.294144,False,5787641946.0,424588258.294144
2020-08-01,Laundry Machines,4,6993394448.0,602258087.8938043,False,6993394448.0,602258087.8938043
2020-09-01,Laundry Machines,4,7115898437.0,619386716.6258752,False,7115898437.0,619386716.6258752
2020-10-01,Laundry Machines,4,7816784541.0,694986352.5130645,False,7816784541.0,694986352.5130645
2020-11-01,Laundry Machines,4,6163778497.0,520946310.5724238,False,6163778497.0,520946310.5724238
2020-12-01,Laundry Machines,4,8527204930.0,659575252.583551,False,8527204930.0,659575252.583551
2021-01-01,Laundry Machines,4,5096390583.0,492984141.73296326,False,5096390583.0,492984141.73296326
2021-02-01,Laundry Machines,4,6128772179.0,544879360.7407014,False,6128772179.0,544879360.7407014
2021-03-01,Laundry Machines,4,8435381391.0,717843774.804603,False,8435381391.0,717843774.804603
2021-04-01,Laundry Machines,4,5010914448.0,367857785.4905245,False,5010914448.0,367857785.4905245
2021-05-01,Laundry Machines,4,8985206453.0,821260242.3855561,False,8985206453.0,821260242.3855561
2021-06-01,Laundry Machines,4,7293523060.0,711862888.1423827,False,7293523060.0,711862888.1423827
2021-07-01,Laundry Machines,4,6850146681.0,625372239.5454025,False,6850146681.0,625372239.5454025
2021-08-01,Laundry Machines,4,8076751011.0,790171893.6997733,False,8076751011.0,790171893.6997733
2021-09-01,Laundry Machines,4,7768620290.0,550239252.8294472,False,7768620290.0,550239252.8294472
2021-10-01,Laundry Machines,4,7953664797.0,673282144.1894126,False,7953664797.0,673282144.1894126
2021-11-01,Laundry Machines,4,6919316378.0,649050164.4395705,False,6919316378.0,649050164.4395705
2021-12-01,Laundry Machines,4,5586334433.0,459519972.3189439,False,5586334433.0,459519972.3189439
2022-01-01,Laundry Machines,4,6989125658.0,519191270.2381062,False,6989125658.0,519191270.2381062
2022-02-01,Laundry Machines,4,5613877232.0,483004041.9644093,False,5613877232.0,483004041.9644093
2022-03-01,Laundry Machines,4,8168398659.0,601816005.8781784,False,8168398659.0,601816005.8781784
2022-04-01,Laundry Machines,4,6306316043.0,458398228.6169755,False,6306316043.0,458398228.6169755
2022-05-01,Laundry Machines,4,8972581941.0,713102720.7310973,False,8972581941.0,713102720.7310973
2022-06-01,Laundry Machines,4,6448256318.0,563991729.41112,False,6448256318.0,563991729.41112
2022-07-01,Laundry Machines,4,5762362348.0,535769406.3708409,False,5762362348.0,535769406.3708409
2022-08-01,Laundry Machines,4,8099888390.0,775954162.0282111,False,8099888390.0,775954162.0282111
2022-09-01,Laundry Machines,4,8244686416.0,719668892.3473394,False,8244686416.0,719668892.3473394
2022-10-01,Laundry Machines,4,5498998997.0,418667698.5428215,False,5498998997.0,418667698.5428215
2022-11-01,Laundry Machines,4,5033041893.0,387136667.94654745,False,5033041893.0,387136667.94654745
2022-12-01,Laundry Machines,4,5999164474.0,425501713.0424806,False,5999164474.0,425501713.0424806
2023-01-01,Laundry Machines,4,7592320037.0,537162865.7860463,False,7592320037.0,537162865.7860463
2023-02-01,Laundry Machines,4,5104520179.0,464047133.5028912,False,5104520179.0,464047133.5028912
2023-03-01,Laundry Machines,4,8656615644.0,838072920.3671836,False,8656615644.0,838072920.3671836
2023-04-01,Laundry Machines,4,8422568086.0,711370719.902693,False,8422568086.0,711370719.902693
2023-05-01,Laundry Machines,4,8977370275.0,689487746.9078326,False,8977370275.0,689487746.9078326
2023-06-01,Laundry Machines,4,8487038971.0,784574707.1371658,False,8487038971.0,784574707.1371658
2023-07-01,Laundry Machines,4,5137572086.0,474479314.2588604,False,5137572086.0,474479314.2588604
2023-08-01,Laundry Machines,4,7936694334.0,613599390.4438727,False,7936694334.0,613599390.4438727
2023-09-01,Laundry Machines,4,7641489176.0,684792784.9358827,False,7641489176.0,684792784.9358827
2023-10-01,Laundry Machines,4,5970383642.0,559044358.6295933,False,5970383642.0,559044358.6295933
2023-11-01,Laundry Machines,4,5352790995.0,435398948.0626726,False,5352790995.0,435398948.0626726
2023-12-01,Laundry Machines,4,7093486708.0,622695036.9768965,False,7093486708.0,622695036.9768965
2024-01-01,Laundry Machines,4,,,True,5361439304.0,494198239.1756187
2024-02-01,Laundry Machines,4,,,True,5490570265.0,411745399.0835669
2024-03-01,Laundry Machines,4,,,True,7659250017.0,548014535.6388204
2024-04-01,Laundry Machines,4,,,True,6509482730.0,602795220.6034154
2024-05-01,Laundry Machines,4,,,True,6472093712.0,569549562.2213176
2024-06-01,Laundry Machines,4,,,True,5294181832.0,512943354.4385696
2024-07-01,Laundry Machines,4,,,True,7353369163.0,680852939.0871775
2024-08-01,Laundry Machines,4,,,True,7202402809.0,636164152.3509048
2024-09-01,Laundry Machines,4,,,True,5071251405.0,448911820.6757707
2024-10-01,Laundry Machines,4,,,True,5770898196.0,512148537.00800544
2024-11-01,Laundry Machines,4,,,True,7683068517.0,665984190.4938713
2024-12-01,Laundry Machines,4,,,True,7648872469.0,756375019.9462054
2019-01-01,Dish Cleaning Machines,5,1091365619.0,138993803.63619888,False,1091365619.0,138993803.63619888
2019-02-01,Dish Cleaning Machines,5,1140369529.0,180504613.62379903,False,1140369529.0,180504613.62379903
2019-03-01,Dish Cleaning Machines,5,1591023621.0,194608155.1382927,False,1591023621.0,194608155.1382927
2019-04-01,Dish Cleaning Machines,5,1395892510.0,221259972.73704317,False,1395892510.0,221259972.73704317
2019-05-01,Dish Cleaning Machines,5,1719009810.0,239838801.283283,False,1719009810.0,239838801.283283
2019-06-01,Dish Cleaning Machines,5,1550916688.0,252751039.6826059,False,1550916688.0,252751039.6826059
