month,product_group_id,product_group_name,market_revenue,revenue_amazon
2024-09-01,4,Laundry Machines,8222119424.0,721377152.0
2024-10-01,4,Laundry Machines,7369385984.0,613274304.0
2024-11-01,4,Laundry Machines,6113646592.0,569794816.0
2024-12-01,4,Laundry Machines,6924763136.0,523916384.0
2024-01-01,5,Dish Cleaning Machines,1755442304.0,214861152.0
2024-02-01,5,Dish Cleaning Machines,1713370240.0,244870192.0
2024-03-01,5,Dish Cleaning Machines,1480396160.0,229053264.0
2024-04-01,5,Dish Cleaning Machines,1556692096.0,211188208.0
2024-05-01,5,Dish Cleaning Machines,1612483968.0,238578432.0
2024-06-01,5,Dish Cleaning Machines,1534907776.0,265152816.0
2024-07-01,5,Dish Cleaning Machines,1547268992.0,250001904.0
2024-08-01,5,Dish Cleaning Machines,1734025088.0,256221984.0
2024-09-01,5,Dish Cleaning Machines,1541842048.0,224882464.0
2024-10-01,5,Dish Cleaning Machines,1443470848.0,220288816.0
2024-11-01,5,Dish Cleaning Machines,1446238976.0,209424816.0
2024-12-01,5,Dish Cleaning Machines,1326075264.0,205471600.0
2024-01-01,6,Microwave Cookers,1444244992.0,188882656.0
2024-02-01,6,Microwave Cookers,1649025792.0,191305040.0
2024-03-01,6,Microwave Cookers,1621940736.0,207181200.0
2024-04-01,6,Microwave Cookers,1458719616.0,190643552.0
2024-05-01,6,Microwave Cookers,1665995648.0,217483376.0
2024-06-01,6,Microwave Cookers,1585812096.0,207228992.0
2024-07-01,6,Microwave Cookers,1634670336.0,205164544.0
2024-08-01,6,Microwave Cookers,1690117632.0,226499136.0
2024-09-01,6,Microwave Cookers,1433120768.0,194378368.0
2024-10-01,6,Microwave Cookers,1518583424.0,198477248.0
2024-11-01,6,Microwave Cookers,1570166400.0,201987280.0
2024-12-01,6,Microwave Cookers,1582673408.0,206127408.0
2024-01-01,7,Kitchen Ventilation Systems,1000000000.0,109901296.0
2024-02-01,7,Kitchen Ventilation Systems,1000000000.0,112815704.0
2024-03-01,7,Kitchen Ventilation Systems,1000000000.0,114081176.0
2024-04-01,7,Kitchen Ventilation Systems,1000000000.0,112746464.0
2024-05-01,7,Kitchen Ventilation Systems,1000000000.0,120987480.0
2024-06-01,7,Kitchen Ventilation Systems,1000000000.0,112046424.0
2024-07-01,7,Kitchen Ventilation Systems,1000000000.0,101118832.0
2024-08-01,7,Kitchen Ventilation Systems,1000000000.0,107085136.0
2024-09-01,7,Kitchen Ventilation Systems,1000000000.0,109518848.0
2024-10-01,7,Kitchen Ventilation Systems,1000000000.0,107448120.0
2024-11-01,7,Kitchen Ventilation Systems,1000000000.0,105543528.0
2024-12-01,7,Kitchen Ventilation Systems,1000000000.0,104459928.0
2024-01-01,8,Integrated Stovetops,1322220672.0,157402032.0
2024-02-01,8,Integrated Stovetops,1805342208.0,217055808.0
2024-03-01,8,Integrated Stovetops,1769825408.0,156031056.0
2024-04-01,8,Integrated Stovetops,1602195072.0,135761328.0
2024-05-01,8,Integrated Stovetops,1682956928.0,141266752.0
2024-06-01,8,Integrated Stovetops,1228767872.0,135484064.0
2024-07-01,8,Integrated Stovetops,1537780096.0,143993952.0
2024-08-01,8,Integrated Stovetops,1485774336.0,144406368.0
2024-09-01,8,Integrated Stovetops,1529248256.0,142975600.0
2024-10-01,8,Integrated Stovetops,1550137216.0,138019632.0
2024-11-01,8,Integrated Stovetops,1385519360.0,138340160.0
2024-12-01,8,Integrated Stovetops,1423262848.0,137485200.0
2024-01-01,9,Cooking Appliances,1602148224.0,142437104.0
2024-02-01,9,Cooking Appliances,1695252864.0,160419776.0
2024-03-01,9,Cooking Appliances,1464599808.0,187575328.0
2024-04-01,9,Cooking Appliances,1633981824.0,144715216.0
2024-05-01,9,Cooking Appliances,1706453120.0,159777488.0
2024-06-01,9,Cooking Appliances,1666900224.0,148773632.0
2024-07-01,9,Cooking Appliances,1799028224.0,159735920.0
2024-08-01,9,Cooking Appliances,1569865344.0,163582032.0
2024-09-01,9,Cooking Appliances,1453587968.0,173179056.0
2024-10-01,9,Cooking Appliances,1596965376.0,171249248.0
2024-11-01,9,Cooking Appliances,1590936832.0,164370160.0
2024-12-01,9,Cooking Appliances,1606915712.0,161784464.0
2024-01-01,10,Baking Ovens,1519095168.0,118193704.0
2024-02-01,10,Baking Ovens,1531394560.0,121332576.0
2024-03-01,10,Baking Ovens,1406454784.0,119460760.0
2024-04-01,10,Baking Ovens,1576572544.0,107617104.0
2024-05-01,10,Baking Ovens,1340794112.0,113478704.0
2024-06-01,10,Baking Ovens,1194414080.0,107490416.0
2024-07-01,10,Baking Ovens,1319148288.0,128225232.0
2024-08-01,10,Baking Ovens,1579349632.0,119412080.0
2024-09-01,10,Baking Ovens,1519019776.0,141290000.0
2024-10-01,10,Baking Ovens,1306196864.0,138680160.0
2024-11-01,10,Baking Ovens,1607922816.0,131400960.0
2024-12-01,10,Baking Ovens,1291296640.0,145208224.0
2024-01-01,11,Climate Control Units,1000000000.0,147662192.0
2024-02-01,11,Climate Control Units,1000000000.0,149268848.0
2024-03-01,11,Climate Control Units,1000000000.0,138272864.0
2024-04-01,11,Climate Control Units,1000000000.0,146150496.0
2024-05-01,11,Climate Control Units,1000000000.0,136811408.0
2024-06-01,11,Climate Control Units,1000000000.0,150954224.0
2024-07-01,11,Climate Control Units,1000000000.0,137863376.0
2024-08-01,11,Climate Control Units,1000000000.0,147774288.0
2024-09-01,11,Climate Control Units,1000000000.0,140303792.0
2024-10-01,11,Climate Control Units,1000000000.0,144853616.0
2024-11-01,11,Climate Control Units,1000000000.0,129568120.0
2024-12-01,11,Climate Control Units,1000000000.0,147792800.0
2024-01-01,13,Digital Tablets,3164239360.0,453528352.0
2024-02-01,13,Digital Tablets,3500125440.0,451534848.0
2024-03-01,13,Digital Tablets,3510575872.0,441365088.0
2024-04-01,13,Digital Tablets,3143406080.0,389814496.0
2024-05-01,13,Digital Tablets,3413871872.0,432195552.0
2024-06-01,13,Digital Tablets,2672041216.0,377932448.0
2024-07-01,13,Digital Tablets,2492537344.0,360115104.0
2024-08-01,13,Digital Tablets,2579437056.0,346496704.0
2024-09-01,13,Digital Tablets,3042624000.0,427772736.0
2024-10-01,13,Digital Tablets,3048757504.0,450538624.0
2024-11-01,13,Digital Tablets,3300882176.0,454552704.0
2024-12-01,13,Digital Tablets,2902585600.0,391888992.0
2024-01-01,14,Display Screens,1551031168.0,618268288.0
2024-02-01,14,Display Screens,1346631296.0,623828672.0
2024-03-01,14,Display Screens,1427938304.0,579715904.0
2024-04-01,14,Display Screens,1443247360.0,521409248.0
2024-05-01,14,Display Screens,1599971072.0,515491488.0
2024-06-01,14,Display Screens,1501252608.0,583993408.0
2024-07-01,14,Display Screens,1676157440.0,625935744.0
2024-08-01,14,Display Screens,1618243328.0,492463808.0
2024-09-01,14,Display Screens,1513081344.0,477794048.0
2024-10-01,14,Display Screens,1411349760.0,541116992.0
2024-11-01,14,Display Screens,1373283200.0,500975008.0
2024-12-01,14,Display Screens,1424695936.0,546411392.0
2024-01-01,15,Mobile Phones & Refurbished Devices,37589745664.0,2256013568.0
2024-02-01,15,Mobile Phones & Refurbished Devices,41036263424.0,2303334144.0
2024-03-01,15,Mobile Phones & Refurbished Devices,34712154112.0,2025279232.0
2024-04-01,15,Mobile Phones & Refurbished Devices,44113432576.0,2104987008.0
2024-05-01,15,Mobile Phones & Refurbished Devices,35561005056.0,1813816192.0
2024-06-01,15,Mobile Phones & Refurbished Devices,35321401344.0,2229095424.0
2024-07-01,15,Mobile Phones & Refurbished Devices,37940355072.0,2496868864.0
2024-08-01,15,Mobile Phones & Refurbished Devices,44261462016.0,2422873856.0
2024-09-01,15,Mobile Phones & Refurbished Devices,39250509824.0,2309612544.0
2024-10-01,15,Mobile Phones & Refurbished Devices,43633164288.0,2306345216.0
2024-11-01,15,Mobile Phones & Refurbished Devices,36081438720.0,2062557824.0
2024-12-01,15,Mobile Phones & Refurbished Devices,37723496448.0,2330875648.0
2024-01-01,16,Flat-Screen TVs,9567973376.0,747900928.0
2024-02-01,16,Flat-Screen TVs,12109982720.0,1004647360.0
2024-03-01,16,Flat-Screen TVs,11898859520.0,1065083904.0
2024-04-01,16,Flat-Screen TVs,10325141504.0,987764800.0
2024-05-01,16,Flat-Screen TVs,11286039552.0,861441856.0
2024-06-01,16,Flat-Screen TVs,9503785984.0,674839616.0
2024-07-01,16,Flat-Screen TVs,9363723264.0,885120832.0
2024-08-01,16,Flat-Screen TVs,10643823616.0,1179776384.0
2024-09-01,16,Flat-Screen TVs,12131595264.0,1177784448.0
2024-10-01,16,Flat-Screen TVs,10777509888.0,1038195200.0
2024-11-01,16,Flat-Screen TVs,10826137600.0,1085247232.0
2024-12-01,16,Flat-Screen TVs,10368752640.0,885342528.0
2024-01-01,17,Floor Cleaning Devices,4138332672.0,753818688.0
2024-02-01,17,Floor Cleaning Devices,4061068032.0,768647808.0
2024-03-01,17,Floor Cleaning Devices,4768676352.0,783414336.0
2024-04-01,17,Floor Cleaning Devices,4800217088.0,780785728.0
2024-05-01,17,Floor Cleaning Devices,4906371584.0,826966784.0
2024-06-01,17,Floor Cleaning Devices,5004232704.0,812147072.0
2024-07-01,17,Floor Cleaning Devices,4924425216.0,838803456.0
2024-08-01,17,Floor Cleaning Devices,4751993856.0,759968000.0
2024-09-01,17,Floor Cleaning Devices,4407338496.0,766240512.0
2024-10-01,17,Floor Cleaning Devices,4547778048.0,762146880.0
2024-11-01,17,Floor Cleaning Devices,5008116224.0,771889856.0
2024-12-01,17,Floor Cleaning Devices,4404863488.0,765620928.0
2024-01-01,18,Fabric Care Appliances,1634400384.0,244068784.0
2024-02-01,18,Fabric Care Appliances,1467590528.0,159706832.0
2024-03-01,18,Fabric Care Appliances,1429143808.0,218514048.0
2024-04-01,18,Fabric Care Appliances,1532376320.0,192416880.0
2024-05-01,18,Fabric Care Appliances,1505146624.0,202812288.0
2024-06-01,18,Fabric Care Appliances,1650351488.0,240609632.0
2024-07-01,18,Fabric Care Appliances,1221700864.0,231316960.0
2024-08-01,18,Fabric Care Appliances,1379473920.0,233798208.0
2024-09-01,18,Fabric Care Appliances,1524526976.0,239225952.0
2024-10-01,18,Fabric Care Appliances,1330527744.0,237987504.0
2024-11-01,18,Fabric Care Appliances,1689104384.0,284646208.0
2024-12-01,18,Fabric Care Appliances,1484149248.0,288108096.0
2024-01-01,19,Electric Cookware,1000000000.0,145852448.0
2024-02-01,19,Electric Cookware,1000000000.0,152402640.0
2024-03-01,19,Electric Cookware,1000000000.0,136218496.0
2024-04-01,19,Electric Cookware,1000000000.0,152781664.0
2024-05-01,19,Electric Cookware,1000000000.0,153349936.0
2024-06-01,19,Electric Cookware,1000000000.0,136218592.0
2024-07-01,19,Electric Cookware,1000000000.0,146728592.0
2024-08-01,19,Electric Cookware,1000000000.0,149204432.0
2024-09-01,19,Electric Cookware,1000000000.0,146984224.0
2024-10-01,19,Electric Cookware,1000000000.0,148629424.0
2024-11-01,19,Electric Cookware,1000000000.0,146860688.0
2024-12-01,19,Electric Cookware,1000000000.0,134802704.0
2024-01-01,21,Smart Wearables,2455053568.0,213634928.0
2024-02-01,21,Smart Wearables,2608878336.0,240221504.0
2024-03-01,21,Smart Wearables,2613009152.0,211075632.0
2024-04-01,21,Smart Wearables,2567300096.0,183426992.0
2024-05-01,21,Smart Wearables,2495463168.0,230870864.0
2024-06-01,21,Smart Wearables,2369125120.0,215963456.0
2024-07-01,21,Smart Wearables,2529931520.0,183266720.0
2024-08-01,21,Smart Wearables,2352891392.0,167701568.0
2024-09-01,21,Smart Wearables,2325730304.0,189736544.0
2024-10-01,21,Smart Wearables,2568854272.0,211304256.0
2024-11-01,21,Smart Wearables,2365098752.0,186365744.0
2024-12-01,21,Smart Wearables,2278719232.0,190864944.0
2024-01-01,23,Hot Beverage Machines,1630536576.0,290353184.0
2024-02-01,23,Hot Beverage Machines,1532807680.0,340343136.0
2024-03-01,23,Hot Beverage Machines,1526943232.0,335799072.0
2024-04-01,23,Hot Beverage Machines,1408591744.0,276643200.0
2024-05-01,23,Hot Beverage Machines,1533919360.0,318040544.0
2024-06-01,23,Hot Beverage Machines,1532920832.0,298751296.0
2024-07-01,23,Hot Beverage Machines,1446106240.0,291837728.0
2024-08-01,23,Hot Beverage Machines,1405459200.0,304932736.0
2024-09-01,23,Hot Beverage Machines,1449722240.0,298363008.0
2024-10-01,23,Hot Beverage Machines,1502095104.0,287040096.0
2024-11-01,23,Hot Beverage Machines,1412689024.0,280908416.0
2024-12-01,23,Hot Beverage Machines,1525835520.0,292010080.0
2024-01-01,26,Kitchen Prep Appliances,1585905536.0,213787776.0
2024-02-01,26,Kitchen Prep Appliances,1573031296.0,225313936.0
2024-03-01,26,Kitchen Prep Appliances,1614424576.0,280454432.0
2024-04-01,26,Kitchen Prep Appliances,1855900416.0,218334624.0
2024-05-01,26,Kitchen Prep Appliances,1688540800.0,238780544.0
2024-06-01,26,Kitchen Prep Appliances,1669987712.0,248166784.0
2024-07-01,26,Kitchen Prep Appliances,1530495488.0,238312320.0
2024-08-01,26,Kitchen Prep Appliances,1758626688.0,259356352.0
2024-09-01,26,Kitchen Prep Appliances,1579687168.0,263600096.0
2024-10-01,26,Kitchen Prep Appliances,1710418816.0,232795696.0
2024-11-01,26,Kitchen Prep Appliances,1363193856.0,211104928.0
2024-12-01,26,Kitchen Prep Appliances,1807251712.0,255831840.0
2024-01-01,27,Electric Razors,1000000000.0,270384608.0
2024-02-01,27,Electric Razors,1000000000.0,267979024.0
2024-03-01,27,Electric Razors,1000000000.0,248273520.0
2024-04-01,27,Electric Razors,1000000000.0,272116032.0
2024-05-01,27,Electric Razors,1000000000.0,255721472.0
2024-06-01,27,Electric Razors,1000000000.0,258690272.0
2024-07-01,27,Electric Razors,1000000000.0,249454384.0
2024-08-01,27,Electric Razors,1000000000.0,257437520.0
2024-09-01,27,Electric Razors,1000000000.0,253732768.0
2024-10-01,27,Electric Razors,1000000000.0,252807392.0
2024-11-01,27,Electric Razors,1000000000.0,264293728.0
2024-12-01,27,Electric Razors,1000000000.0,259440624.0
2024-01-01,29,All-in-One Printers & Printers,1000000000.0,219355536.0
2024-02-01,29,All-in-One Printers & Printers,1000000000.0,215701888.0
2024-03-01,29,All-in-One Printers & Printers,1000000000.0,209931520.0
2024-04-01,29,All-in-One Printers & Printers,1000000000.0,215468688.0
2024-05-01,29,All-in-One Printers & Printers,1000000000.0,213062736.0
2024-06-01,29,All-in-One Printers & Printers,1000000000.0,208870224.0
2024-07-01,29,All-in-One Printers & Printers,1000000000.0,208576912.0
2024-08-01,29,All-in-One Printers & Printers,1000000000.0,217726720.0
2024-09-01,29,All-in-One Printers & Printers,1000000000.0,199172000.0
2024-10-01,29,All-in-One Printers & Printers,1000000000.0,210848016.0
2024-11-01,29,All-in-One Printers & Printers,1000000000.0,201349072.0
2024-12-01,29,All-in-One Printers & Printers,1000000000.0,213566608.0
2024-01-01,30,Electric Kettles & Heaters,1000000000.0,133321288.0
2024-02-01,30,Electric Kettles & Heaters,1000000000.0,130766888.0
2024-03-01,30,Electric Kettles & Heaters,1000000000.0,135914608.0
2024-04-01,30,Electric Kettles & Heaters,1000000000.0,137048096.0
2024-05-01,30,Electric Kettles & Heaters,1000000000.0,132911648.0
2024-06-01,30,Electric Kettles & Heaters,1000000000.0,136883776.0
2024-07-01,30,Electric Kettles & Heaters,1000000000.0,139058608.0
2024-08-01,30,Electric Kettles & Heaters,1000000000.0,138334592.0
2024-09-01,30,Electric Kettles & Heaters,1000000000.0,138982464.0
2024-10-01,30,Electric Kettles & Heaters,1000000000.0,137054016.0
2024-11-01,30,Electric Kettles & Heaters,1000000000.0,135557504.0
2024-12-01,30,Electric Kettles & Heaters,1000000000.0,135657616.0
2024-01-01,34,Sandwich Makers & Grills,1000000000.0,150612032.0
2024-02-01,34,Sandwich Makers & Grills,1000000000.0,141767456.0
2024-03-01,34,Sandwich Makers & Grills,1000000000.0,164431440.0
2024-04-01,34,Sandwich Makers & Grills,1000000000.0,157871632.0
2024-05-01,34,Sandwich Makers & Grills,1000000000.0,150836848.0
2024-06-01,34,Sandwich Makers & Grills,1000000000.0,142568304.0
2024-07-01,34,Sandwich Makers & Grills,1000000000.0,144477664.0
2024-08-01,34,Sandwich Makers & Grills,1000000000.0,168618352.0
2024-09-01,34,Sandwich Makers & Grills,1000000000.0,151229488.0
2024-10-01,34,Sandwich Makers & Grills,1000000000.0,159669264.0
2024-11-01,34,Sandwich Makers & Grills,1000000000.0,146381328.0
2024-12-01,34,Sandwich Makers & Grills,1000000000.0,172857360.0
2024-01-01,36,Mice & Keyboards,1534680576.0,446761248.0
2024-02-01,36,Mice & Keyboards,1436080256.0,441437536.0
2024-03-01,36,Mice & Keyboards,1488322816.0,464929760.0
2024-04-01,36,Mice & Keyboards,1463485184.0,428906560.0
2024-05-01,36,Mice & Keyboards,1461006720.0,425484928.0
2024-06-01,36,Mice & Keyboards,1469548416.0,374910112.0
2024-07-01,36,Mice & Keyboards,1467282688.0,418010400.0
2024-08-01,36,Mice & Keyboards,1426454912.0,352375712.0
2024-09-01,36,Mice & Keyboards,1461997696.0,392301024.0
2024-10-01,36,Mice & Keyboards,1507516160.0,412507456.0
2024-11-01,36,Mice & Keyboards,1391599872.0,466665952.0
2024-12-01,36,Mice & Keyboards,1726403968.0,425690368.0
2024-01-01,39,Desktop Computers,1524504448.0,404858176.0
2024-02-01,39,Desktop Computers,1435607552.0,407278208.0
2024-03-01,39,Desktop Computers,1567670144.0,384408192.0
2024-04-01,39,Desktop Computers,1498695936.0,471831872.0
2024-05-01,39,Desktop Computers,1712955648.0,460644480.0
2024-06-01,39,Desktop Computers,1549188608.0,509685920.0
2024-07-01,39,Desktop Computers,1652486528.0,553069248.0
2024-08-01,39,Desktop Computers,1766801152.0,512930592.0
2024-09-01,39,Desktop Computers,1548817280.0,435264192.0
2024-10-01,39,Desktop Computers,1893107200.0,506384864.0
2024-11-01,39,Desktop Computers,1824368896.0,479573184.0
2024-12-01,39,Desktop Computers,1542763776.0,408825120.0
2024-01-01,40,Audio Headsets,2715849984.0,370039968.0
2024-02-01,40,Audio Headsets,3062396160.0,383989504.0
2024-03-01,40,Audio Headsets,4202376448.0,555761792.0
2024-04-01,40,Audio Headsets,4293255680.0,525566624.0
2024-05-01,40,Audio Headsets,4150488320.0,599010112.0
2024-06-01,40,Audio Headsets,3840096512.0,468527904.0
2024-07-01,40,Audio Headsets,4457734144.0,571359872.0
2024-08-01,40,Audio Headsets,4106513920.0,438603744.0
2024-09-01,40,Audio Headsets,4034853632.0,344522752.0
2024-10-01,40,Audio Headsets,4143633152.0,424023552.0
2024-11-01,40,Audio Headsets,3378561280.0,387103424.0
2024-12-01,40,Audio Headsets,4287097344.0,574589632.0
2024-01-01,43,Communication Gadgets,1541220224.0,334643840.0
2024-02-01,43,Communication Gadgets,1757004672.0,352569632.0
2024-03-01,43,Communication Gadgets,1789721600.0,314685376.0
2024-04-01,43,Communication Gadgets,1658734848.0,318829568.0
2024-05-01,43,Communication Gadgets,1664941568.0,247332208.0
2024-06-01,43,Communication Gadgets,1745440896.0,345242400.0
2024-07-01,43,Communication Gadgets,1669309056.0,326348608.0
2024-08-01,43,Communication Gadgets,1681199872.0,338989504.0
2024-09-01,43,Communication Gadgets,1533977216.0,309769344.0
2024-10-01,43,Communication Gadgets,1613923712.0,309769344.0
2024-11-01,43,Communication Gadgets,1532796928.0,349304416.0
2024-12-01,43,Communication Gadgets,1562520832.0,314651520.0
